0 1:0.0 4:0.0 6:0.00368923544254 8:0.0 10:0.0 12:1.0 16:0.0 17:0.0 19:0.0 22:0.0 23:0.0254901960784 24:0.0333333333333 25:0.0 26:0.0 27:0.0 28:0.0 29:1.0 30:0.0 31:0.11 32:1.0 33:1.0 34:1.0 35:0.0 36:0.0 37:0.0 38:0.0 39:0.0 40:0.0 41:0.0 
1 1:0.0 4:0.0 6:0.0 8:0.0 10:0.0 12:0.0 16:0.0 17:0.0 19:0.0 22:0.0 23:1.0 24:1.0 25:0.0 26:0.0 27:0.0 28:0.0 29:1.0 30:0.0 31:0.0 32:1.0 33:1.0 34:1.0 35:0.0 36:1.0 37:0.0 38:0.0 39:0.0 40:0.0 41:0.0 
1 1:0.0 4:0.0 6:0.0 8:0.0 10:0.0 12:0.0 16:0.0 17:0.0 19:0.0 22:0.0 23:0.998039215686 24:0.998039215686 25:0.0 26:0.0 27:0.0 28:0.0 29:1.0 30:0.0 31:0.0 32:1.0 33:1.0 34:1.0 35:0.0 36:1.0 37:0.0 38:0.0 39:0.0 40:0.0 41:0.0 
1 1:0.0 4:0.0 6:0.0 8:0.0 10:0.0 12:0.0 16:0.0 17:0.0 19:0.0 22:0.0 23:0.923529411765 24:0.923529411765 25:0.0 26:0.0 27:0.0 28:0.0 29:1.0 30:0.0 31:0.0 32:1.0 33:1.0 34:1.0 35:0.0 36:1.0 37:0.0 38:0.0 39:0.0 40:0.0 41:0.0 
0 1:0.0 4:0.0 6:0.00242457477518 8:0.0 10:0.0 12:1.0 16:0.0 17:0.0 19:0.0 22:0.0 23:0.0156862745098 24:0.0176470588235 25:0.0 26:0.0 27:0.0 28:0.0 29:1.0 30:0.0 31:0.2 32:0.244094488189 33:0.996062992126 34:1.0 35:0.0 36:0.02 37:0.02 38:0.0 39:0.0 40:0.0 41:0.0 
1 1:0.0 4:0.0 6:0.0 8:0.0 10:0.0 12:0.0 16:0.0 17:0.0 19:0.0 22:0.0 23:1.0 24:1.0 25:0.0 26:0.0 27:0.0 28:0.0 29:1.0 30:0.0 31:0.0 32:1.0 33:1.0 34:1.0 35:0.0 36:1.0 37:0.0 38:0.0 39:0.0 40:0.0 41:0.0 
1 1:0.0 4:0.0 6:0.0 8:0.0 10:0.0 12:0.0 16:0.0 17:0.0 19:0.0 22:0.0 23:1.0 24:1.0 25:0.0 26:0.0 27:0.0 28:0.0 29:1.0 30:0.0 31:0.0 32:1.0 33:1.0 34:1.0 35:0.0 36:1.0 37:0.0 38:0.0 39:0.0 40:0.0 41:0.0 
0 1:0.0 4:0.0 6:7.39387479089e-05 8:0.0 10:0.0 12:0.0 16:0.0 17:0.0 19:0.0 22:0.0 23:0.0 24:0.00196078431373 25:0.0 26:0.0 27:0.0 28:0.0 29:1.0 30:0.0 31:1.0 32:0.535433070866 33:0.169291338583 34:0.32 35:0.03 36:0.32 37:0.0 38:0.0 39:0.0 40:0.0 41:0.0 
1 1:0.0 4:0.0 6:0.0 8:0.0 10:0.0 12:0.0 16:0.0 17:0.0 19:0.0 22:0.0 23:1.0 24:1.0 25:0.0 26:0.0 27:0.0 28:0.0 29:1.0 30:0.0 31:0.0 32:1.0 33:1.0 34:1.0 35:0.0 36:1.0 37:0.0 38:0.0 39:0.0 40:0.0 41:0.0 
1 1:0.0 4:0.857142857143 6:0.0 8:0.0 10:0.0 12:0.0 16:0.0 17:0.0 19:0.0 22:0.0 23:0.582352941176 24:0.0470588235294 25:1.0 26:1.0 27:0.0 28:0.0 29:0.08 30:0.05 31:0.0 32:1.0 33:0.0944881889764 34:0.1 35:0.05 36:0.0 37:0.0 38:1.0 39:1.0 40:0.0 41:0.0 
0 1:0.0 4:0.0 6:0.00054683865641 8:0.0 10:0.0 12:1.0 16:0.0 17:0.0 19:0.0 22:0.0 23:0.00588235294118 24:0.0078431372549 25:0.0 26:0.0 27:0.0 28:0.0 29:1.0 30:0.0 31:0.4 32:1.0 33:1.0 34:1.0 35:0.0 36:0.0 37:0.0 38:0.0 39:0.0 40:0.0 41:0.0 
1 1:0.0 4:0.285714285714 6:0.0 8:0.0 10:0.0 12:0.0 16:0.0 17:0.0 19:0.0 22:0.0 23:0.274509803922 24:0.0196078431373 25:0.0 26:0.0 27:1.0 28:1.0 29:0.08 30:0.06 31:0.0 32:1.0 33:0.0393700787402 34:0.04 35:0.06 36:0.0 37:0.0 38:0.0 39:0.0 40:1.0 41:1.0 
1 1:0.0 4:0.857142857143 6:0.0 8:0.0 10:0.0 12:0.0 16:0.0 17:0.0 19:0.0 22:0.0 23:0.217647058824 24:0.00392156862745 25:1.0 26:1.0 27:0.0 28:0.0 29:0.03 30:0.06 31:0.0 32:1.0 33:0.00787401574803 34:0.01 35:0.06 36:0.0 37:0.0 38:1.0 39:1.0 40:0.0 41:0.0 
1 1:0.0 4:0.0 6:0.0 8:0.0 10:0.0 12:0.0 16:0.0 17:0.0 19:0.0 22:0.0 23:1.0 24:1.0 25:0.0 26:0.0 27:0.0 28:0.0 29:1.0 30:0.0 31:0.0 32:1.0 33:1.0 34:1.0 35:0.0 36:1.0 37:0.0 38:0.0 39:0.0 40:0.0 41:0.0 
1 1:0.0 4:0.0 6:0.0 8:0.0 10:0.0 12:0.0 16:0.0 17:0.0 19:0.0 22:0.0 23:0.998039215686 24:0.998039215686 25:0.0 26:0.0 27:0.0 28:0.0 29:1.0 30:0.0 31:0.0 32:1.0 33:1.0 34:1.0 35:0.0 36:1.0 37:0.0 38:0.0 39:0.0 40:0.0 41:0.0 
1 1:0.0 4:0.0 6:0.0 8:0.0 10:0.0 12:0.0 16:0.0 17:0.0 19:0.0 22:0.0 23:1.0 24:1.0 25:0.0 26:0.0 27:0.0 28:0.0 29:1.0 30:0.0 31:0.0 32:1.0 33:1.0 34:1.0 35:0.0 36:1.0 37:0.0 38:0.0 39:0.0 40:0.0 41:0.0 
1 1:0.0 4:0.0 6:0.0 8:0.0 10:0.0 12:0.0 16:0.0 17:0.0 19:0.0 22:0.0 23:1.0 24:1.0 25:0.0 26:0.0 27:0.0 28:0.0 29:1.0 30:0.0 31:0.0 32:1.0 33:1.0 34:1.0 35:0.0 36:1.0 37:0.0 38:0.0 39:0.0 40:0.0 41:0.0 
1 1:0.0 4:0.0 6:0.0 8:0.0 10:0.0 12:0.0 16:0.0 17:0.0 19:0.0 22:0.0 23:1.0 24:1.0 25:0.0 26:0.0 27:0.0 28:0.0 29:1.0 30:0.0 31:0.0 32:1.0 33:1.0 34:1.0 35:0.0 36:1.0 37:0.0 38:0.0 39:0.0 40:0.0 41:0.0 
1 1:0.0 4:0.0 6:0.0 8:0.0 10:0.0 12:0.0 16:0.0 17:0.0 19:0.0 22:0.0 23:1.0 24:1.0 25:0.0 26:0.0 27:0.0 28:0.0 29:1.0 30:0.0 31:0.0 32:1.0 33:1.0 34:1.0 35:0.0 36:1.0 37:0.0 38:0.0 39:0.0 40:0.0 41:0.0 
1 1:0.0 4:0.0 6:0.0 8:0.0 10:0.0 12:0.0 16:0.0 17:0.0 19:0.0 22:0.0 23:1.0 24:1.0 25:0.0 26:0.0 27:0.0 28:0.0 29:1.0 30:0.0 31:0.0 32:1.0 33:1.0 34:1.0 35:0.0 36:1.0 37:0.0 38:0.0 39:0.0 40:0.0 41:0.0 
1 1:0.0 4:0.857142857143 6:0.0 8:0.0 10:0.0 12:0.0 16:0.0 17:0.0 19:0.0 22:0.0 23:0.276470588235 24:0.0372549019608 25:1.0 26:1.0 27:0.0 28:0.0 29:0.14 30:0.05 31:0.0 32:1.0 33:0.0748031496063 34:0.08 35:0.05 36:0.0 37:0.0 38:1.0 39:1.0 40:0.0 41:0.0 
1 1:0.0 4:0.857142857143 6:0.0 8:0.0 10:0.0 12:0.0 16:0.0 17:0.0 19:0.0 22:0.0 23:0.576470588235 24:0.0333333333333 25:1.0 26:1.0 27:0.0 28:0.0 29:0.06 30:0.04 31:0.0 32:1.0 33:0.0669291338583 34:0.07 35:0.05 36:0.0 37:0.0 38:1.0 39:1.0 40:0.0 41:0.0 
1 1:0.0 4:0.0 6:0.0 8:0.0 10:0.0 12:0.0 16:0.0 17:0.0 19:0.0 22:0.0 23:1.0 24:1.0 25:0.0 26:0.0 27:0.0 28:0.0 29:1.0 30:0.0 31:0.0 32:1.0 33:1.0 34:1.0 35:0.0 36:1.0 37:0.0 38:0.0 39:0.0 40:0.0 41:0.0 
1 1:0.0 4:0.285714285714 6:0.0 8:0.0 10:0.0 12:0.0 16:0.0 17:0.0 19:0.0 22:0.0 23:0.403921568627 24:0.0117647058824 25:0.0 26:0.0 27:1.0 28:1.0 29:0.03 30:0.06 31:0.0 32:1.0 33:0.0236220472441 34:0.03 35:0.06 36:0.0 37:0.0 38:0.0 39:0.0 40:1.0 41:1.0 
1 1:0.0 4:0.0 6:0.0 8:0.0 10:0.0 12:0.0 16:0.0 17:0.0 19:0.0 22:0.0 23:1.0 24:1.0 25:0.0 26:0.0 27:0.0 28:0.0 29:1.0 30:0.0 31:0.0 32:1.0 33:1.0 34:1.0 35:0.0 36:1.0 37:0.0 38:0.0 39:0.0 40:0.0 41:0.0 
1 1:0.0 4:0.0 6:0.0 8:0.0 10:0.0 12:0.0 16:0.0 17:0.0 19:0.0 22:0.0 23:1.0 24:1.0 25:0.0 26:0.0 27:0.0 28:0.0 29:1.0 30:0.0 31:0.0 32:1.0 33:1.0 34:1.0 35:0.0 36:1.0 37:0.0 38:0.0 39:0.0 40:0.0 41:0.0 
1 1:0.0 4:0.857142857143 6:0.0 8:0.0 10:0.0 12:0.0 16:0.0 17:0.0 19:0.0 22:0.0 23:0.256862745098 24:0.021568627451 25:1.0 26:1.0 27:0.0 28:0.0 29:0.09 30:0.06 31:0.0 32:0.314960629921 33:0.0433070866142 34:0.15 35:0.09 36:0.01 37:0.0 38:1.0 39:1.0 40:0.0 41:0.0 
1 1:0.0 4:0.0 6:0.0 8:0.0 10:0.0 12:0.0 16:0.0 17:0.0 19:0.0 22:0.0 23:1.0 24:1.0 25:0.0 26:0.0 27:0.0 28:0.0 29:1.0 30:0.0 31:0.0 32:1.0 33:1.0 34:1.0 35:0.0 36:1.0 37:0.0 38:0.0 39:0.0 40:0.0 41:0.0 
1 1:0.0 4:0.0 6:0.0 8:0.0 10:0.0 12:0.0 16:0.0 17:0.0 19:0.0 22:0.0 23:1.0 24:1.0 25:0.0 26:0.0 27:0.0 28:0.0 29:1.0 30:0.0 31:0.0 32:1.0 33:1.0 34:1.0 35:0.0 36:1.0 37:0.0 38:0.0 39:0.0 40:0.0 41:0.0 
1 1:0.0 4:0.285714285714 6:0.0 8:0.0 10:0.0 12:0.0 16:0.0 17:0.0 19:0.0 22:0.0 23:0.374509803922 24:0.0137254901961 25:0.0 26:0.0 27:1.0 28:1.0 29:0.04 30:0.07 31:0.0 32:1.0 33:0.0275590551181 34:0.03 35:0.07 36:0.0 37:0.0 38:0.0 39:0.0 40:1.0 41:1.0 
1 1:0.0 4:0.0 6:0.0 8:0.0 10:0.0 12:0.0 16:0.0 17:0.0 19:0.0 22:0.0 23:0.998039215686 24:0.998039215686 25:0.0 26:0.0 27:0.0 28:0.0 29:1.0 30:0.0 31:0.0 32:1.0 33:1.0 34:1.0 35:0.0 36:1.0 37:0.0 38:0.0 39:0.0 40:0.0 41:0.0 
1 1:0.0 4:0.0 6:0.0 8:0.0 10:0.0 12:0.0 16:0.0 17:0.0 19:0.0 22:0.0 23:0.937254901961 24:0.937254901961 25:0.0 26:0.0 27:0.0 28:0.0 29:1.0 30:0.0 31:0.0 32:1.0 33:1.0 34:1.0 35:0.0 36:1.0 37:0.0 38:0.0 39:0.0 40:0.0 41:0.0 
0 1:0.10507318038 4:0.0 6:0.000161741011051 8:0.0 10:0.0 12:0.0 16:0.0 17:0.0 19:0.0 22:0.0 23:0.0 24:0.0 25:0.0 26:0.0 27:0.0 28:0.0 29:1.0 30:0.0 31:0.0 32:1.0 33:0.00393700787402 34:0.01 35:0.76 36:0.98 37:0.0 38:0.0 39:0.0 40:0.0 41:0.0 
1 1:0.0 4:0.0 6:0.0 8:0.0 10:0.0 12:0.0 16:0.0 17:0.0 19:0.0 22:0.0 23:0.949019607843 24:0.949019607843 25:0.0 26:0.0 27:0.0 28:0.0 29:1.0 30:0.0 31:0.0 32:1.0 33:1.0 34:1.0 35:0.0 36:1.0 37:0.0 38:0.0 39:0.0 40:0.0 41:0.0 
0 1:0.0 4:0.0 6:0.0 8:0.0 10:0.0 12:0.0 16:0.0 17:0.0 19:0.0 22:0.0 23:0.00196078431373 24:0.00392156862745 25:0.0 26:0.0 27:0.0 28:0.0 29:1.0 30:0.0 31:0.67 32:0.582677165354 33:0.173228346457 34:0.07 35:0.03 36:0.07 37:0.04 38:0.0 39:0.0 40:0.0 41:0.0 
1 1:0.0 4:0.857142857143 6:0.0 8:0.0 10:0.0 12:0.0 16:0.0 17:0.0 19:0.0 22:0.0 23:0.203921568627 24:0.0078431372549 25:1.0 26:1.0 27:0.0 28:0.0 29:0.05 30:0.07 31:0.0 32:1.0 33:0.0157480314961 34:0.02 35:0.07 36:0.0 37:0.0 38:1.0 39:1.0 40:0.0 41:0.0 
1 1:0.0 4:0.0 6:0.0 8:0.0 10:0.0 12:0.0 16:0.0 17:0.0 19:0.0 22:0.0 23:1.0 24:1.0 25:0.0 26:0.0 27:0.0 28:0.0 29:1.0 30:0.0 31:0.0 32:1.0 33:1.0 34:1.0 35:0.0 36:1.0 37:0.0 38:0.0 39:0.0 40:0.0 41:0.0 
1 1:0.0 4:0.0 6:0.0 8:0.0 10:0.0 12:0.0 16:0.0 17:0.0 19:0.0 22:0.0 23:1.0 24:1.0 25:0.0 26:0.0 27:0.0 28:0.0 29:1.0 30:0.0 31:0.0 32:1.0 33:1.0 34:1.0 35:0.0 36:1.0 37:0.0 38:0.0 39:0.0 40:0.0 41:0.0 
0 1:0.0 4:0.0 6:0.000463657565012 8:0.0 10:0.0 12:1.0 16:0.0 17:0.0 19:0.0 22:0.0 23:0.043137254902 24:0.043137254902 25:0.0 26:0.0 27:0.0 28:0.0 29:1.0 30:0.0 31:0.0 32:1.0 33:1.0 34:1.0 35:0.0 36:0.0 37:0.0 38:0.0 39:0.0 40:0.0 41:0.0 
1 1:0.0 4:0.0 6:0.0 8:0.0 10:0.0 12:0.0 16:0.0 17:0.0 19:0.0 22:0.0 23:1.0 24:1.0 25:0.0 26:0.0 27:0.0 28:0.0 29:1.0 30:0.0 31:0.0 32:1.0 33:1.0 34:1.0 35:0.0 36:1.0 37:0.0 38:0.0 39:0.0 40:0.0 41:0.0 
1 1:0.0 4:0.0 6:0.0 8:0.0 10:0.0 12:0.0 16:0.0 17:0.0 19:0.0 22:0.0 23:1.0 24:1.0 25:0.0 26:0.0 27:0.0 28:0.0 29:1.0 30:0.0 31:0.0 32:1.0 33:1.0 34:1.0 35:0.0 36:1.0 37:0.0 38:0.0 39:0.0 40:0.0 41:0.0 
1 1:0.0 4:0.0 6:0.0 8:0.0 10:0.0 12:0.0 16:0.0 17:0.0 19:0.0 22:0.0 23:1.0 24:1.0 25:0.0 26:0.0 27:0.0 28:0.0 29:1.0 30:0.0 31:0.0 32:1.0 33:1.0 34:1.0 35:0.0 36:1.0 37:0.0 38:0.0 39:0.0 40:0.0 41:0.0 
4 1:0.0 4:0.714285714286 6:0.0 8:0.0 10:0.0 12:0.0 16:0.0 17:0.0 19:0.0 22:0.0 23:0.0 24:0.0 25:0.0 26:0.0 27:1.0 28:1.0 29:1.0 30:0.0 31:0.0 32:1.0 33:0.0 34:0.0 35:1.0 36:1.0 37:0.0 38:0.0 39:0.0 40:1.0 41:1.0 
0 1:0.0 4:0.0 6:0.00237374188599 8:0.0 10:0.0 12:1.0 16:0.0 17:0.0 19:0.0 22:0.0 23:0.0 24:0.0176470588235 25:0.0 26:0.0 27:0.0 28:0.0 29:1.0 30:0.0 31:0.2 32:0.173228346457 33:1.0 34:1.0 35:0.0 36:0.02 37:0.05 38:0.0 39:0.0 40:0.0 41:0.0 
1 1:0.0 4:0.0 6:0.0 8:0.0 10:0.0 12:0.0 16:0.0 17:0.0 19:0.0 22:0.0 23:0.986274509804 24:0.986274509804 25:0.0 26:0.0 27:0.0 28:0.0 29:1.0 30:0.0 31:0.0 32:1.0 33:1.0 34:1.0 35:0.0 36:1.0 37:0.0 38:0.0 39:0.0 40:0.0 41:0.0 
1 1:0.0 4:0.0 6:0.0 8:0.0 10:0.0 12:0.0 16:0.0 17:0.0 19:0.0 22:0.0 23:1.0 24:1.0 25:0.0 26:0.0 27:0.0 28:0.0 29:1.0 30:0.0 31:0.0 32:1.0 33:1.0 34:1.0 35:0.0 36:1.0 37:0.0 38:0.0 39:0.0 40:0.0 41:0.0 
1 1:0.0 4:0.0 6:0.0 8:0.0 10:0.0 12:0.0 16:0.0 17:0.0 19:0.0 22:0.0 23:0.849019607843 24:0.849019607843 25:0.0 26:0.0 27:0.0 28:0.0 29:1.0 30:0.0 31:0.0 32:1.0 33:1.0 34:1.0 35:0.0 36:1.0 37:0.0 38:0.0 39:0.0 40:0.0 41:0.0 
1 1:0.0 4:0.857142857143 6:0.0 8:0.0 10:0.0 12:0.0 16:0.0 17:0.0 19:0.0 22:0.0 23:0.539215686275 24:0.0274509803922 25:1.0 26:1.0 27:0.0 28:0.0 29:0.05 30:0.05 31:0.0 32:1.0 33:0.0196850393701 34:0.02 35:0.07 36:0.0 37:0.0 38:1.0 39:1.0 40:0.0 41:0.0 
1 1:0.0 4:0.857142857143 6:0.0 8:0.0 10:0.0 12:0.0 16:0.0 17:0.0 19:0.0 22:0.0 23:0.533333333333 24:0.0 25:1.0 26:1.0 27:0.0 28:0.0 29:0.0 30:0.06 31:0.0 32:1.0 33:0.0708661417323 34:0.07 35:0.06 36:0.0 37:0.0 38:1.0 39:1.0 40:0.0 41:0.0 
1 1:0.0 4:0.0 6:0.0 8:0.0 10:0.0 12:0.0 16:0.0 17:0.0 19:0.0 22:0.0 23:1.0 24:1.0 25:0.0 26:0.0 27:0.0 28:0.0 29:1.0 30:0.0 31:0.0 32:1.0 33:1.0 34:1.0 35:0.0 36:1.0 37:0.0 38:0.0 39:0.0 40:0.0 41:0.0 
0 1:0.265006922468 4:0.0 6:0.000161741011051 8:0.0 10:0.0 12:0.0 16:0.0 17:0.0 19:0.0 22:0.0 23:0.0 24:0.0 25:0.0 26:0.0 27:0.0 28:0.0 29:1.0 30:0.0 31:0.0 32:1.0 33:0.0 34:0.0 35:0.49 36:0.91 37:0.0 38:0.0 39:0.0 40:0.0 41:0.0 
1 1:0.0 4:0.285714285714 6:0.0 8:0.0 10:0.0 12:0.0 16:0.0 17:0.0 19:0.0 22:0.0 23:0.549019607843 24:0.0196078431373 25:0.0 26:0.0 27:1.0 28:1.0 29:0.04 30:0.06 31:0.0 32:1.0 33:0.0393700787402 34:0.04 35:0.07 36:0.0 37:0.0 38:0.0 39:0.0 40:1.0 41:1.0 
1 1:0.0 4:0.0 6:0.0 8:0.0 10:0.0 12:0.0 16:0.0 17:0.0 19:0.0 22:0.0 23:1.0 24:1.0 25:0.0 26:0.0 27:0.0 28:0.0 29:1.0 30:0.0 31:0.0 32:1.0 33:1.0 34:1.0 35:0.0 36:1.0 37:0.0 38:0.0 39:0.0 40:0.0 41:0.0 
1 1:0.0 4:0.857142857143 6:0.0 8:0.0 10:0.0 12:0.0 16:0.0 17:0.0 19:0.0 22:0.0 23:0.392156862745 24:0.0137254901961 25:1.0 26:1.0 27:0.0 28:0.0 29:0.04 30:0.06 31:0.0 32:1.0 33:0.0275590551181 34:0.03 35:0.08 36:0.0 37:0.0 38:1.0 39:1.0 40:0.0 41:0.0 
0 1:0.0 4:0.0 6:0.000223356634308 8:0.0 10:0.0 12:0.0 16:0.0 17:0.0 19:0.0 22:0.0 23:0.0 24:0.0 25:0.0 26:0.0 27:0.0 28:0.0 29:1.0 30:0.0 31:0.0 32:1.0 33:0.866141732283 34:0.87 35:0.01 36:0.0 37:0.0 38:0.0 39:0.0 40:0.0 41:0.0 
0 1:0.0 4:0.0 6:0.00482296291048 8:0.0 10:0.0 12:1.0 16:0.0 17:0.0 19:0.0 22:0.0 23:0.0 24:0.166666666667 25:0.0 26:0.0 27:0.0 28:0.0 29:1.0 30:0.0 31:0.07 32:0.00393700787402 33:1.0 34:1.0 35:0.0 36:0.5 37:0.02 38:0.0 39:0.0 40:0.0 41:0.0 
1 1:0.0 4:0.0 6:0.0 8:0.0 10:0.0 12:0.0 16:0.0 17:0.0 19:0.0 22:0.0 23:1.0 24:1.0 25:0.0 26:0.0 27:0.0 28:0.0 29:1.0 30:0.0 31:0.0 32:1.0 33:1.0 34:1.0 35:0.0 36:1.0 37:0.0 38:0.0 39:0.0 40:0.0 41:0.0 
1 1:0.0 4:0.0 6:0.0 8:0.0 10:0.0 12:0.0 16:0.0 17:0.0 19:0.0 22:0.0 23:1.0 24:1.0 25:0.0 26:0.0 27:0.0 28:0.0 29:1.0 30:0.0 31:0.0 32:1.0 33:1.0 34:1.0 35:0.0 36:1.0 37:0.0 38:0.0 39:0.0 40:0.0 41:0.0 
0 1:0.0 4:0.0 6:0.000663908340599 8:0.0 10:0.0 12:1.0 16:0.0 17:0.0 19:0.0 22:0.0 23:0.00980392156863 24:0.00980392156863 25:0.0 26:0.0 27:0.0 28:0.0 29:1.0 30:0.0 31:0.0 32:1.0 33:1.0 34:1.0 35:0.0 36:0.0 37:0.0 38:0.0 39:0.0 40:0.0 41:0.0 
1 1:0.0 4:0.857142857143 6:0.0 8:0.0 10:0.0 12:0.0 16:0.0 17:0.0 19:0.0 22:0.0 23:0.545098039216 24:0.0333333333333 25:1.0 26:1.0 27:0.0 28:0.0 29:0.06 30:0.05 31:0.0 32:1.0 33:0.0669291338583 34:0.07 35:0.05 36:0.0 37:0.0 38:1.0 39:1.0 40:0.0 41:0.0 
1 1:0.0 4:0.0 6:0.0 8:0.0 10:0.0 12:0.0 16:0.0 17:0.0 19:0.0 22:0.0 23:1.0 24:1.0 25:0.0 26:0.0 27:0.0 28:0.0 29:1.0 30:0.0 31:0.0 32:1.0 33:1.0 34:1.0 35:0.0 36:1.0 37:0.0 38:0.0 39:0.0 40:0.0 41:0.0 
1 1:0.0 4:0.0 6:0.0 8:0.0 10:0.0 12:0.0 16:0.0 17:0.0 19:0.0 22:0.0 23:1.0 24:1.0 25:0.0 26:0.0 27:0.0 28:0.0 29:1.0 30:0.0 31:0.0 32:1.0 33:1.0 34:1.0 35:0.0 36:1.0 37:0.0 38:0.0 39:0.0 40:0.0 41:0.0 
1 1:0.0 4:0.0 6:0.0 8:0.0 10:0.0 12:0.0 16:0.0 17:0.0 19:0.0 22:0.0 23:1.0 24:1.0 25:0.0 26:0.0 27:0.0 28:0.0 29:1.0 30:0.0 31:0.0 32:1.0 33:1.0 34:1.0 35:0.0 36:1.0 37:0.0 38:0.0 39:0.0 40:0.0 41:0.0 
1 1:0.0 4:0.0 6:0.0 8:0.0 10:0.0 12:0.0 16:0.0 17:0.0 19:0.0 22:0.0 23:0.998039215686 24:0.998039215686 25:0.0 26:0.0 27:0.0 28:0.0 29:1.0 30:0.0 31:0.0 32:1.0 33:1.0 34:1.0 35:0.0 36:1.0 37:0.0 38:0.0 39:0.0 40:0.0 41:0.0 
0 1:0.0 4:0.0 6:0.000226437415471 8:0.0 10:0.0 12:0.0 16:0.0 17:0.0 19:0.0 22:0.0 23:0.0 24:0.0 25:0.0 26:0.0 27:0.0 28:0.0 29:1.0 30:0.0 31:0.0 32:1.0 33:0.897637795276 34:0.9 35:0.01 36:0.0 37:0.0 38:0.0 39:0.0 40:0.0 41:0.0 
1 1:0.0 4:0.0 6:0.0 8:0.0 10:0.0 12:0.0 16:0.0 17:0.0 19:0.0 22:0.0 23:0.998039215686 24:0.998039215686 25:0.0 26:0.0 27:0.0 28:0.0 29:1.0 30:0.0 31:0.0 32:1.0 33:1.0 34:1.0 35:0.0 36:1.0 37:0.0 38:0.0 39:0.0 40:0.0 41:0.0 
